Date/Time (GMT),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),1 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
2013-09-11 08:00:00,1,73.90,73.90,73.90,70.00,,,88.00,0.00,1020.7,0.00,0.00,
2013-09-11 09:00:00,1,73.90,73.90,73.90,69.10,,,85.00,4.60,1021.0,200.00,4.60,
2013-09-11 10:00:00,1,73.90,73.90,73.90,69.10,,,85.00,0.00,1021.3,0.00,0.00,
2013-09-11 11:00:00,1,75.00,75.00,75.00,69.10,,,82.00,3.50,1021.7,250.00,3.50,
2013-09-11 12:00:00,1,75.90,75.90,75.90,70.00,,,82.00,4.60,1022.0,230.00,4.60,
2013-09-11 13:00:00,1,79.00,79.00,79.00,71.10,,,77.00,4.60,1021.7,240.00,4.60,
2013-09-11 14:00:00,1,82.00,82.00,82.00,71.10,,,70.00,5.80,1021.7,250.00,5.80,
2013-09-11 15:00:00,1,82.90,82.90,82.90,69.10,,,63.00,6.90,1021.3,250.00,6.90,
2013-09-11 16:00:00,1,86.00,86.00,86.00,70.00,,,59.00,6.90,1020.7,240.00,6.90,
2013-09-11 17:00:00,1,88.00,88.00,88.00,69.10,,,54.00,8.10,1019.3,230.00,8.10,
2013-09-11 18:00:00,2,80.10,80.10,80.10,66.00,0.00,19.60,62.00,10.40,1019.0,260.00,12.70,
2013-09-11 19:00:00,1,75.00,75.00,75.00,66.00,0.01,19.60,74.00,9.20,1018.6,190.00,9.20,
2013-09-11 20:00:00,2,75.20,77.00,73.40,64.65,0.00,,70.00,1.75,1018.2,85.00,3.50,
2013-09-11 21:00:00,1,78.10,78.10,78.10,66.90,,,69.00,4.60,1018.3,170.00,4.60,
2013-09-11 22:00:00,1,77.00,77.00,77.00,66.90,,,71.00,5.80,1017.3,150.00,5.80,
2013-09-11 23:00:00,1,77.00,77.00,77.00,66.90,0.00,,71.00,4.60,1017.6,200.00,4.60,
2013-09-12 00:00:00,1,75.00,75.00,75.00,68.00,0.00,,79.00,4.60,1017.6,190.00,4.60,
2013-09-12 01:00:00,1,73.00,73.00,73.00,66.00,,,79.00,5.80,1018.3,180.00,5.80,
2013-09-12 02:00:00,1,73.90,73.90,73.90,66.00,,,76.00,9.20,1017.9,200.00,9.20,
2013-09-12 03:00:00,1,73.90,73.90,73.90,66.90,,,79.00,6.90,1017.3,210.00,6.90,
2013-09-12 04:00:00,1,73.00,73.00,73.00,68.00,,,84.00,4.60,1016.3,210.00,4.60,
2013-09-12 05:00:00,1,73.90,73.90,73.90,66.90,,,79.00,6.90,1015.9,210.00,6.90,
2013-09-12 06:00:00,1,73.00,73.00,73.00,68.00,,,84.00,4.60,1015.2,220.00,4.60,
2013-09-12 07:00:00,1,73.00,73.00,73.00,68.00,,,84.00,3.50,1014.9,210.00,3.50,
2013-09-12 08:00:00,2,71.35,71.60,71.10,68.00,,,89.50,1.75,1014.9,115.00,3.50,
2013-09-12 09:00:00,2,70.80,71.60,70.00,67.45,,,89.50,3.50,1014.8,195.00,3.50,
2013-09-12 10:00:00,1,69.10,69.10,69.10,66.90,,,93.00,3.50,1014.6,170.00,3.50,
2013-09-12 11:00:00,1,70.00,70.00,70.00,66.90,,,90.00,0.00,1014.6,0.00,0.00,
2013-09-12 12:00:00,3,71.13,72.00,69.80,68.00,,,90.00,3.47,1014.5,100.00,5.80,
2013-09-12 13:00:00,2,73.65,73.90,73.40,68.00,,,82.50,6.90,1014.0,220.00,9.20,
2013-09-12 14:00:00,2,75.55,75.90,75.20,68.00,,,77.50,8.65,1014.0,240.00,9.20,
2013-09-12 15:00:00,4,72.33,75.20,69.10,66.78,0.40,34.50,82.75,13.53,1014.4,270.00,23.00,
2013-09-12 16:00:00,2,69.00,70.00,68.00,64.65,0.00,,86.00,5.20,1013.9,245.00,5.80,
2013-09-12 17:00:00,2,70.45,71.10,69.80,65.20,0.00,,83.50,5.80,1013.2,255.00,8.10,
2013-09-12 18:00:00,2,71.80,72.00,71.60,65.20,,,80.00,6.95,1012.2,230.00,8.10,
2013-09-12 19:00:00,1,72.00,72.00,72.00,66.00,,,82.00,4.60,1011.5,240.00,4.60,
2013-09-12 20:00:00,2,71.35,71.60,71.10,65.55,0.00,,82.00,10.35,1010.8,280.00,11.50,
2013-09-12 21:00:00,1,71.10,71.10,71.10,66.00,,,84.00,6.90,1010.5,260.00,6.90,
2013-09-12 22:00:00,1,71.10,71.10,71.10,63.00,0.00,,76.00,10.40,1010.5,330.00,10.40,
2013-09-12 23:00:00,1,69.10,69.10,69.10,63.00,0.00,,81.00,9.20,1010.8,320.00,9.20,
2013-09-13 00:00:00,1,68.00,68.00,68.00,63.00,,,84.00,10.40,1011.2,320.00,10.40,
2013-09-13 01:00:00,1,66.00,66.00,66.00,62.10,,,87.00,0.00,1010.8,0.00,0.00,
2013-09-13 02:00:00,1,63.00,63.00,63.00,60.10,,,90.00,5.80,1010.8,330.00,5.80,
2013-09-13 03:00:00,1,63.00,63.00,63.00,59.00,,,87.00,5.80,1011.2,330.00,5.80,
2013-09-13 04:00:00,1,61.00,61.00,61.00,55.00,0.00,,81.00,16.10,1012.2,350.00,16.10,
2013-09-13 05:00:00,1,59.00,59.00,59.00,55.00,0.06,,87.00,0.00,1012.2,0.00,0.00,
2013-09-13 06:00:00,1,57.90,57.90,57.90,55.00,0.08,,90.00,0.00,1011.2,0.00,0.00,
2013-09-13 07:00:00,1,57.90,57.90,57.90,55.00,0.00,,90.00,6.90,1010.8,330.00,6.90,
2013-09-13 08:00:00,2,57.55,57.90,57.20,55.65,,,93.50,4.65,1011.2,295.00,5.80,
2013-09-13 09:00:00,1,57.90,57.90,57.90,55.00,,,90.00,10.40,1011.5,310.00,10.40,
2013-09-13 10:00:00,1,57.90,57.90,57.90,55.00,,,90.00,11.50,1011.9,310.00,11.50,
2013-09-13 11:00:00,3,57.13,57.20,57.00,55.27,,,93.67,6.90,1012.1,283.33,9.20,
2013-09-13 12:00:00,2,58.65,60.10,57.20,55.65,,,90.00,9.20,1012.5,310.00,9.20,
2013-09-13 13:00:00,1,60.10,60.10,60.10,54.00,,,80.00,10.40,1012.5,310.00,10.40,
2013-09-13 14:00:00,2,62.80,63.00,62.60,52.35,,,68.50,12.65,1012.9,310.00,13.80,
2013-09-13 15:00:00,1,66.00,66.00,66.00,50.00,,,56.00,12.70,1012.9,330.00,12.70,
2013-09-13 16:00:00,1,57.90,57.90,57.90,53.10,0.09,28.80,84.00,19.60,1013.5,330.00,19.60,
2013-09-13 17:00:00,1,57.00,57.00,57.00,51.10,0.02,28.80,81.00,18.40,1013.9,340.00,18.40,
2013-09-13 18:00:00,2,59.10,61.00,57.20,50.35,0.00,19.60,73.50,12.70,1013.7,335.00,15.00,
2013-09-13 19:00:00,1,61.00,61.00,61.00,46.00,,21.90,58.00,17.30,1013.5,330.00,17.30,
2013-09-13 20:00:00,1,62.10,62.10,62.10,46.00,,,56.00,15.00,1014.2,330.00,15.00,
2013-09-13 21:00:00,1,60.10,60.10,60.10,44.10,,,55.00,15.00,1014.6,340.00,15.00,
2013-09-13 22:00:00,1,57.00,57.00,57.00,44.10,,,62.00,10.40,1015.6,340.00,10.40,
2013-09-13 23:00:00,1,55.90,55.90,55.90,45.00,,,67.00,11.50,1015.9,330.00,11.50,
2013-09-14 00:00:00,1,55.00,55.00,55.00,44.10,,,66.00,9.20,1016.9,340.00,9.20,
2013-09-14 01:00:00,1,54.00,54.00,54.00,45.00,,,72.00,8.10,1017.3,320.00,8.10,
2013-09-14 02:00:00,1,53.10,53.10,53.10,45.00,,,74.00,6.90,1017.3,320.00,6.90,
2013-09-14 03:00:00,1,52.00,52.00,52.00,45.00,,,77.00,8.10,1017.6,320.00,8.10,
2013-09-14 04:00:00,1,52.00,52.00,52.00,46.00,,,80.00,6.90,1017.6,330.00,6.90,
2013-09-14 05:00:00,1,52.00,52.00,52.00,46.00,,,80.00,6.90,1017.6,320.00,6.90,
2013-09-14 06:00:00,1,52.00,52.00,52.00,46.00,,,80.00,6.90,1017.9,320.00,6.90,
2013-09-14 07:00:00,1,51.10,51.10,51.10,46.00,,,83.00,6.90,1018.3,310.00,6.90,
2013-09-14 08:00:00,1,51.10,51.10,51.10,46.00,,,83.00,10.40,1018.3,330.00,10.40,
2013-09-14 09:00:00,1,51.10,51.10,51.10,45.00,,,80.00,8.10,1018.6,330.00,8.10,
2013-09-14 10:00:00,1,51.10,51.10,51.10,44.10,,,77.00,8.10,1019.3,340.00,8.10,
2013-09-14 11:00:00,1,51.10,51.10,51.10,44.10,,,77.00,8.10,1020.0,330.00,8.10,
2013-09-14 12:00:00,1,52.00,52.00,52.00,43.00,,,71.00,6.90,1020.7,350.00,6.90,
2013-09-14 13:00:00,1,54.00,54.00,54.00,41.00,,,61.00,6.90,1021.3,330.00,6.90,
2013-09-14 14:00:00,1,55.90,55.90,55.90,39.00,,,53.00,5.80,1021.7,10.00,5.80,
2013-09-14 15:00:00,1,57.00,57.00,57.00,39.90,,,53.00,8.10,1021.3,360.00,8.10,
2013-09-14 16:00:00,1,59.00,59.00,59.00,39.00,,,47.00,0.00,1021.0,0.00,0.00,
2013-09-14 17:00:00,1,62.10,62.10,62.10,39.90,,,44.00,4.60,1020.7,50.00,4.60,
2013-09-14 18:00:00,1,64.00,64.00,64.00,39.00,,,40.00,5.80,1020.3,,5.80,
2013-09-14 19:00:00,1,64.00,64.00,64.00,39.90,,,41.00,5.80,1020.0,,5.80,
2013-09-14 20:00:00,1,64.90,64.90,64.90,39.90,,,40.00,0.00,1020.0,0.00,0.00,
2013-09-14 21:00:00,1,64.90,64.90,64.90,39.90,,,40.00,5.80,1020.0,360.00,5.80,
2013-09-14 22:00:00,1,64.00,64.00,64.00,39.90,,,41.00,3.50,1020.3,350.00,3.50,
2013-09-14 23:00:00,1,61.00,61.00,61.00,41.00,,,48.00,5.80,1020.3,330.00,5.80,
2013-09-15 00:00:00,1,57.90,57.90,57.90,44.10,,,60.00,0.00,1021.0,0.00,0.00,
2013-09-15 01:00:00,1,54.00,54.00,54.00,45.00,,,72.00,0.00,1021.3,0.00,0.00,
2013-09-15 02:00:00,1,52.00,52.00,52.00,45.00,,,77.00,0.00,1021.7,0.00,0.00,
2013-09-15 03:00:00,1,48.90,48.90,48.90,44.10,,,83.00,0.00,1021.7,0.00,0.00,
2013-09-15 04:00:00,1,48.90,48.90,48.90,44.10,,,83.00,0.00,1021.3,0.00,0.00,
2013-09-15 05:00:00,1,48.00,48.00,48.00,43.00,,,83.00,0.00,1021.0,0.00,0.00,
2013-09-15 06:00:00,1,48.90,48.90,48.90,44.10,,,83.00,0.00,1020.3,0.00,0.00,
2013-09-15 07:00:00,1,48.00,48.00,48.00,44.10,,,86.00,0.00,1021.0,0.00,0.00,
2013-09-15 08:00:00,1,46.00,46.00,46.00,42.10,,,86.00,0.00,1021.0,0.00,0.00,
2013-09-15 09:00:00,1,46.90,46.90,46.90,43.00,,,86.00,0.00,1021.3,0.00,0.00,
2013-09-15 10:00:00,1,45.00,45.00,45.00,41.00,,,86.00,0.00,1022.0,0.00,0.00,
2013-09-15 11:00:00,1,46.00,46.00,46.00,42.10,,,86.00,0.00,1022.4,0.00,0.00,
2013-09-15 12:00:00,1,52.00,52.00,52.00,46.90,,,83.00,0.00,1022.4,0.00,0.00,
2013-09-15 13:00:00,1,55.00,55.00,55.00,46.90,,,74.00,0.00,1022.4,0.00,0.00,
2013-09-15 14:00:00,1,61.00,61.00,61.00,46.90,,,60.00,4.60,1022.4,170.00,4.60,
2013-09-15 15:00:00,1,64.00,64.00,64.00,46.00,,,52.00,4.60,1021.7,,4.60,
2013-09-15 16:00:00,1,64.00,64.00,64.00,45.00,,,50.00,6.90,1021.0,190.00,6.90,
2013-09-15 17:00:00,1,66.00,66.00,66.00,45.00,,,47.00,9.20,1020.7,200.00,9.20,
2013-09-15 18:00:00,1,68.00,68.00,68.00,45.00,,,44.00,6.90,1020.3,210.00,6.90,
2013-09-15 19:00:00,1,68.00,68.00,68.00,45.00,,,44.00,8.10,1019.6,220.00,8.10,
2013-09-15 20:00:00,1,69.10,69.10,69.10,48.90,,,49.00,6.90,1019.0,230.00,6.90,
2013-09-15 21:00:00,1,68.00,68.00,68.00,50.00,,,53.00,6.90,1019.0,230.00,6.90,
2013-09-15 22:00:00,1,66.90,66.90,66.90,50.00,,,55.00,6.90,1019.0,210.00,6.90,
2013-09-15 23:00:00,1,64.90,64.90,64.90,51.10,,,61.00,3.50,1018.6,180.00,3.50,
2013-09-16 00:00:00,1,62.10,62.10,62.10,52.00,,,70.00,0.00,1019.3,0.00,0.00,
2013-09-16 01:00:00,1,63.00,63.00,63.00,51.10,,,65.00,0.00,1019.3,0.00,0.00,
2013-09-16 02:00:00,1,61.00,61.00,61.00,53.10,,,75.00,0.00,1019.3,0.00,0.00,
2013-09-16 03:00:00,1,63.00,63.00,63.00,53.10,,,70.00,0.00,1019.0,0.00,0.00,
2013-09-16 04:00:00,1,62.10,62.10,62.10,51.10,,,67.00,9.20,1019.3,350.00,9.20,
2013-09-16 05:00:00,1,57.90,57.90,57.90,53.10,0.01,,84.00,6.90,1019.6,360.00,6.90,
2013-09-16 06:00:00,1,57.00,57.00,57.00,53.10,0.06,,87.00,0.00,1019.6,0.00,0.00,
2013-09-16 07:00:00,1,57.00,57.00,57.00,53.10,0.06,,87.00,0.00,1020.0,0.00,0.00,
2013-09-16 11:00:00,1,55.40,55.40,55.40,53.60,,,94.00,0.00,1021.7,0.00,0.00,
2013-09-16 12:00:00,2,57.10,57.20,57.00,53.80,,,89.00,4.65,1022.0,290.00,5.80,
2013-09-16 13:00:00,1,59.00,59.00,59.00,55.00,,,87.00,5.80,1022.7,330.00,5.80,
2013-09-16 14:00:00,2,61.80,62.60,61.00,51.90,,,70.00,7.50,1022.9,20.00,9.20,
2013-09-16 15:00:00,1,62.10,62.10,62.10,51.10,,,67.00,10.40,1023.4,340.00,10.40,
2013-09-16 16:00:00,2,63.30,64.00,62.60,51.45,,,65.50,8.05,1023.4,335.00,9.20,
2013-09-16 17:00:00,1,66.90,66.90,66.90,50.00,,,55.00,8.10,1023.4,340.00,8.10,
2013-09-16 18:00:00,1,68.00,68.00,68.00,50.00,,,53.00,8.10,1023.0,330.00,8.10,
2013-09-16 19:00:00,1,69.10,69.10,69.10,48.90,,,49.00,11.50,1022.7,330.00,11.50,
2013-09-16 20:00:00,1,69.10,69.10,69.10,51.10,,,53.00,10.40,1022.7,340.00,10.40,
2013-09-16 21:00:00,1,69.10,69.10,69.10,50.00,,,51.00,9.20,1022.7,330.00,9.20,
2013-09-16 22:00:00,1,64.90,64.90,64.90,50.00,,,58.00,13.80,1023.4,340.00,13.80,
2013-09-16 23:00:00,1,61.00,61.00,61.00,48.90,,,65.00,12.70,1024.4,360.00,12.70,
2013-09-17 00:00:00,1,59.00,59.00,59.00,48.90,,,69.00,9.20,1025.4,10.00,9.20,
2013-09-17 01:00:00,1,57.00,57.00,57.00,48.00,,,72.00,6.90,1026.1,20.00,6.90,
2013-09-17 02:00:00,1,55.00,55.00,55.00,48.00,,,77.00,4.60,1026.4,10.00,4.60,
2013-09-17 03:00:00,1,53.10,53.10,53.10,48.00,,,83.00,4.60,1026.8,60.00,4.60,
2013-09-17 04:00:00,1,52.00,52.00,52.00,46.90,,,83.00,3.50,1026.8,40.00,3.50,
2013-09-17 05:00:00,1,51.10,51.10,51.10,46.00,,,83.00,5.80,1027.1,40.00,5.80,
2013-09-17 06:00:00,1,50.00,50.00,50.00,45.00,,,83.00,3.50,1027.1,40.00,3.50,
2013-09-17 07:00:00,1,48.90,48.90,48.90,44.10,,,83.00,3.50,1027.4,20.00,3.50,
2013-09-17 08:00:00,1,48.00,48.00,48.00,44.10,,,86.00,3.50,1027.8,20.00,3.50,
2013-09-17 09:00:00,1,46.00,46.00,46.00,43.00,,,89.00,0.00,1027.8,0.00,0.00,
2013-09-17 10:00:00,1,46.00,46.00,46.00,43.00,,,89.00,4.60,1028.4,50.00,4.60,
2013-09-17 11:00:00,1,46.00,46.00,46.00,43.00,,,89.00,3.50,1029.1,70.00,3.50,
2013-09-17 12:00:00,1,48.00,48.00,48.00,44.10,,,86.00,6.90,1029.5,80.00,6.90,
2013-09-17 13:00:00,1,51.10,51.10,51.10,45.00,,,80.00,4.60,1029.5,80.00,4.60,
2013-09-17 14:00:00,1,55.00,55.00,55.00,46.00,,,72.00,4.60,1029.1,100.00,4.60,
2013-09-17 15:00:00,1,59.00,59.00,59.00,48.00,,,67.00,3.50,1028.8,,3.50,
2013-09-17 16:00:00,1,62.10,62.10,62.10,46.90,,,58.00,4.60,1028.1,140.00,4.60,
2013-09-17 17:00:00,1,64.90,64.90,64.90,46.90,,,52.00,0.00,1027.8,0.00,0.00,
2013-09-17 18:00:00,1,66.90,66.90,66.90,46.00,,,47.00,8.10,1026.8,100.00,8.10,
2013-09-17 19:00:00,1,68.00,68.00,68.00,44.10,,,42.00,8.10,1026.1,70.00,8.10,
2013-09-17 20:00:00,1,68.00,68.00,68.00,42.10,,,39.00,4.60,1025.4,160.00,4.60,
2013-09-17 21:00:00,1,68.00,68.00,68.00,42.10,,,39.00,8.10,1025.4,90.00,8.10,
2013-09-17 22:00:00,1,64.90,64.90,64.90,42.10,,,43.00,4.60,1025.1,70.00,4.60,
2013-09-17 23:00:00,1,60.10,60.10,60.10,44.10,,,55.00,5.80,1025.1,90.00,5.80,
2013-09-18 00:00:00,1,59.00,59.00,59.00,42.10,,,53.00,8.10,1025.1,100.00,8.10,
2013-09-18 01:00:00,1,57.00,57.00,57.00,41.00,,,55.00,6.90,1025.1,110.00,6.90,
2013-09-18 02:00:00,1,55.00,55.00,55.00,42.10,,,62.00,4.60,1025.1,110.00,4.60,
2013-09-18 03:00:00,1,54.00,54.00,54.00,42.10,,,64.00,4.60,1025.1,120.00,4.60,
2013-09-18 04:00:00,1,53.10,53.10,53.10,41.00,,,64.00,3.50,1024.4,100.00,3.50,
2013-09-18 05:00:00,1,52.00,52.00,52.00,39.90,,,63.00,3.50,1024.4,100.00,3.50,
2013-09-18 06:00:00,1,51.10,51.10,51.10,41.00,,,68.00,0.00,1024.0,0.00,0.00,
2013-09-18 07:00:00,1,50.00,50.00,50.00,41.00,,,71.00,3.50,,100.00,3.50,
2013-09-18 08:00:00,1,48.90,48.90,48.90,41.00,,,74.00,4.60,1023.7,90.00,4.60,
2013-09-18 09:00:00,1,48.00,48.00,48.00,41.00,,,77.00,0.00,1024.0,0.00,0.00,
2013-09-18 10:00:00,1,46.90,46.90,46.90,41.00,,,80.00,0.00,1024.0,0.00,0.00,
2013-09-18 11:00:00,1,50.00,50.00,50.00,43.00,,,77.00,0.00,1024.4,0.00,0.00,
2013-09-18 12:00:00,1,54.00,54.00,54.00,43.00,,,66.00,3.50,1024.0,130.00,3.50,
2013-09-18 13:00:00,1,59.00,59.00,59.00,45.00,,,60.00,5.80,1024.0,160.00,5.80,
2013-09-18 14:00:00,1,61.00,61.00,61.00,46.90,,,60.00,5.80,1024.0,160.00,5.80,
2013-09-18 15:00:00,1,64.90,64.90,64.90,48.00,,,54.00,4.60,1023.7,130.00,4.60,
2013-09-18 16:00:00,1,68.00,68.00,68.00,48.90,,,51.00,5.80,1023.0,,5.80,
2013-09-18 17:00:00,1,71.10,71.10,71.10,48.00,,,44.00,9.20,1022.0,140.00,9.20,
2013-09-18 18:00:00,1,71.10,71.10,71.10,48.00,,,44.00,5.80,1021.3,160.00,5.80,
2013-09-18 19:00:00,1,71.10,71.10,71.10,48.90,,,46.00,5.80,1021.0,150.00,5.80,
2013-09-18 20:00:00,1,73.00,73.00,73.00,50.00,,,44.00,6.90,1020.3,180.00,6.90,
2013-09-18 21:00:00,1,71.10,71.10,71.10,50.00,,,47.00,6.90,1020.3,200.00,6.90,
2013-09-18 22:00:00,1,69.10,69.10,69.10,51.10,,,53.00,5.80,1020.3,160.00,5.80,
2013-09-18 23:00:00,1,66.90,66.90,66.90,50.00,,,55.00,3.50,1020.0,160.00,3.50,
2013-09-19 00:00:00,1,66.00,66.00,66.00,51.10,,,59.00,3.50,1020.7,200.00,3.50,
2013-09-19 01:00:00,1,64.90,64.90,64.90,52.00,,,63.00,0.00,1021.0,0.00,0.00,
2013-09-19 02:00:00,1,63.00,63.00,63.00,52.00,,,67.00,0.00,1021.0,0.00,0.00,
2013-09-19 03:00:00,1,64.00,64.00,64.00,53.10,,,68.00,0.00,1020.7,0.00,0.00,
2013-09-19 04:00:00,1,62.10,62.10,62.10,54.00,,,75.00,3.50,1020.7,110.00,3.50,
2013-09-19 05:00:00,1,62.10,62.10,62.10,54.00,,,75.00,3.50,1020.7,190.00,3.50,
2013-09-19 06:00:00,2,62.80,63.00,62.60,54.75,,,75.00,4.05,1020.7,185.00,4.60,
2013-09-19 07:00:00,2,62.35,62.60,62.10,57.55,0.00,,84.50,0.00,1020.1,0.00,0.00,
2013-09-19 08:00:00,2,61.80,62.60,61.00,58.10,0.00,,88.00,0.00,1020.1,0.00,0.00,
2013-09-19 09:00:00,3,61.23,62.10,60.80,59.00,0.00,,92.67,0.00,1020.2,0.00,0.00,
2013-09-19 10:00:00,1,62.10,62.10,62.10,60.10,,,93.00,0.00,1020.3,0.00,0.00,
2013-09-19 11:00:00,1,62.10,62.10,62.10,59.00,,,90.00,0.00,1020.7,0.00,0.00,
2013-09-19 12:00:00,1,63.00,63.00,63.00,60.10,,,90.00,4.60,1021.0,240.00,4.60,
2013-09-19 13:00:00,2,64.65,64.90,64.40,59.55,,,83.50,5.20,1021.0,220.00,5.80,
2013-09-19 14:00:00,1,66.00,66.00,66.00,57.90,,,75.00,6.90,1021.0,210.00,6.90,
2013-09-19 15:00:00,1,68.00,68.00,68.00,59.00,,,73.00,5.80,1020.7,230.00,5.80,
2013-09-19 16:00:00,1,70.00,70.00,70.00,59.00,,,68.00,6.90,1020.3,180.00,6.90,
2013-09-19 17:00:00,1,71.10,71.10,71.10,57.90,,,63.00,0.00,1019.6,0.00,0.00,
2013-09-19 18:00:00,2,72.75,73.90,71.60,57.55,,,59.00,5.20,1019.1,210.00,6.90,
2013-09-19 19:00:00,1,73.90,73.90,73.90,57.90,,,57.00,3.50,1018.3,180.00,3.50,
2013-09-19 20:00:00,1,75.90,75.90,75.90,57.90,,,54.00,4.60,1017.9,,4.60,
2013-09-19 21:00:00,1,73.90,73.90,73.90,57.90,,,57.00,6.90,1018.3,240.00,6.90,
2013-09-19 22:00:00,1,71.10,71.10,71.10,60.10,,,68.00,4.60,1018.6,270.00,4.60,
2013-09-19 23:00:00,1,69.10,69.10,69.10,60.10,,,73.00,3.50,1018.3,260.00,3.50,
2013-09-20 00:00:00,1,66.90,66.90,66.90,60.10,,,79.00,0.00,1018.3,0.00,0.00,
2013-09-20 01:00:00,1,66.00,66.00,66.00,60.10,,,81.00,3.50,1017.6,130.00,3.50,
2013-09-20 02:00:00,1,64.00,64.00,64.00,60.10,,,87.00,0.00,1017.3,0.00,0.00,
2013-09-20 03:00:00,1,63.00,63.00,63.00,59.00,,,87.00,0.00,1017.6,0.00,0.00,
2013-09-20 04:00:00,1,62.10,62.10,62.10,57.90,,,86.00,0.00,1017.9,0.00,0.00,
2013-09-20 05:00:00,1,60.10,60.10,60.10,57.90,,,93.00,3.50,1017.3,160.00,3.50,
2013-09-20 06:00:00,1,62.10,62.10,62.10,59.00,,,90.00,0.00,,0.00,0.00,
2013-09-20 07:00:00,1,63.00,63.00,63.00,59.00,,,87.00,0.00,1017.3,0.00,0.00,
2013-09-20 08:00:00,2,62.80,63.00,62.60,59.00,,,87.50,1.75,1016.6,65.00,3.50,
2013-09-20 09:00:00,1,63.00,63.00,63.00,60.10,,,90.00,3.50,1016.6,180.00,3.50,
2013-09-20 10:00:00,2,62.80,63.00,62.60,60.45,,,92.00,4.60,1016.6,130.00,4.60,
2013-09-20 11:00:00,3,63.67,64.40,62.60,61.23,,,91.67,4.23,1016.7,96.67,6.90,
2013-09-20 12:00:00,2,64.65,64.90,64.40,62.35,,,92.00,5.20,1016.6,160.00,6.90,
2013-09-20 13:00:00,2,67.10,68.00,66.20,62.80,,,86.00,6.95,1016.3,190.00,8.10,
2013-09-20 14:00:00,1,72.00,72.00,72.00,64.00,,,76.00,5.80,1016.3,200.00,5.80,
2013-09-20 15:00:00,1,73.00,73.00,73.00,64.90,0.00,,76.00,8.10,1015.9,190.00,8.10,
2013-09-20 16:00:00,1,73.90,73.90,73.90,66.00,0.00,,76.00,6.90,1015.9,230.00,6.90,
2013-09-20 17:00:00,2,74.20,75.00,73.40,66.10,,,76.00,7.50,1014.9,185.00,8.10,
2013-09-20 18:00:00,1,77.00,77.00,77.00,66.00,,,69.00,10.40,1013.9,210.00,10.40,
2013-09-20 19:00:00,1,78.10,78.10,78.10,66.00,,,67.00,9.20,1013.5,210.00,9.20,
2013-09-20 20:00:00,1,78.10,78.10,78.10,66.00,,,67.00,9.20,1012.9,190.00,9.20,
2013-09-20 21:00:00,1,77.00,77.00,77.00,66.00,,,69.00,8.10,1012.5,180.00,8.10,
2013-09-20 22:00:00,1,75.00,75.00,75.00,66.00,,,74.00,6.90,1011.9,180.00,6.90,
2013-09-20 23:00:00,1,73.00,73.00,73.00,66.00,,,79.00,6.90,1011.9,180.00,6.90,
2013-09-21 00:00:00,1,71.10,71.10,71.10,66.00,,,84.00,5.80,1011.9,170.00,5.80,
2013-09-21 01:00:00,1,70.00,70.00,70.00,66.00,,,87.00,4.60,1011.9,170.00,4.60,
2013-09-21 02:00:00,1,69.10,69.10,69.10,66.00,,,90.00,4.60,1011.5,170.00,4.60,
2013-09-21 03:00:00,1,68.00,68.00,68.00,64.90,,,90.00,4.60,1010.8,160.00,4.60,
2013-09-21 04:00:00,1,68.00,68.00,68.00,64.90,,,90.00,4.60,1010.2,170.00,4.60,
2013-09-21 05:00:00,1,68.00,68.00,68.00,64.90,,,90.00,4.60,1009.8,170.00,4.60,
2013-09-21 06:00:00,1,68.00,68.00,68.00,64.90,,,90.00,5.80,1009.1,160.00,5.80,
2013-09-21 07:00:00,1,66.90,66.90,66.90,64.00,,,91.00,5.80,1008.5,170.00,5.80,
2013-09-21 08:00:00,1,68.00,68.00,68.00,64.00,,,87.00,5.80,1008.1,180.00,5.80,
2013-09-21 09:00:00,1,68.00,68.00,68.00,64.00,,,87.00,8.10,1007.5,180.00,8.10,
2013-09-21 10:00:00,1,69.10,69.10,69.10,63.00,,,81.00,8.10,1007.1,190.00,8.10,
2013-09-21 11:00:00,1,68.00,68.00,68.00,63.00,,,84.00,6.90,1006.8,180.00,6.90,
2013-09-21 12:00:00,1,69.10,69.10,69.10,63.00,0.00,,81.00,6.90,1006.4,200.00,6.90,
2013-09-21 13:00:00,2,67.45,68.00,66.90,64.20,0.04,,89.50,7.50,1006.4,250.00,8.10,
2013-09-21 14:00:00,1,64.00,64.00,64.00,62.10,0.10,23.00,93.00,19.60,1006.4,350.00,19.60,
2013-09-21 15:00:00,2,61.80,62.60,61.00,58.45,0.27,,89.00,14.40,1007.0,350.00,15.00,
2013-09-21 16:00:00,2,60.90,61.00,60.80,57.55,0.17,,89.00,6.90,1006.8,20.00,6.90,
2013-09-21 17:00:00,1,60.10,60.10,60.10,57.90,0.12,,93.00,4.60,1006.4,90.00,4.60,
2013-09-21 18:00:00,1,60.10,60.10,60.10,57.90,0.06,,93.00,10.40,1006.1,120.00,10.40,
2013-09-21 19:00:00,1,60.10,60.10,60.10,57.00,0.05,,90.00,6.90,1006.4,140.00,6.90,
2013-09-21 20:00:00,2,60.45,60.80,60.10,57.55,0.10,,90.50,4.60,1006.8,240.00,4.60,
