h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
420010305001022,15,1,11,3,5,4,6,1,0,0,1,5,0,3,0,0,0,0,0,0,1,0,2,0,0,1,1,15,0,0,0,0,0,13,2,5,6,1,2,8,7,20130521
420010305001024,5,2,3,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,5,0,0,0,2,1,4,1,20130521
420010305001025,13,4,6,3,8,3,2,0,0,0,0,4,0,2,1,0,0,0,0,2,0,2,0,1,0,0,1,13,0,0,0,0,0,12,1,0,2,2,5,7,6,20130521
420010305001026,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010305001027,4,3,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,2,2,20130521
420010305001028,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010305001030,18,5,7,6,3,8,7,2,0,0,0,4,0,3,2,1,0,0,1,0,0,1,4,0,0,0,0,16,0,0,1,0,1,17,1,2,4,6,1,7,11,20130521
420010305001032,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,0,1,1,20130521
420010305001033,7,2,4,1,2,2,3,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,6,1,1,0,3,1,3,4,20130521
420010305001034,8,3,4,1,3,4,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,8,0,0,0,0,0,6,2,2,2,0,1,5,3,20130521
420010305001035,4,0,2,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,1,2,2,20130521
420010305001036,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010305001037,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,20130521
420010305001038,14,5,8,1,5,7,2,3,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,0,2,1,1,14,0,0,0,0,0,13,1,2,3,3,1,10,4,20130521
420010305001040,12,0,11,1,3,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,11,1,0,0,0,0,11,1,0,5,5,2,7,5,20130521
420010305001041,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,1,20130521
420010305001042,12,1,7,4,0,7,5,0,0,0,1,4,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,12,0,0,0,0,0,12,0,1,2,3,5,3,9,20130521
420010305001043,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,20130521
420010305001045,5,0,4,1,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,5,0,0,0,4,1,4,1,20130521
420010305001046,6,2,3,1,3,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,6,0,0,1,2,1,4,2,20130521
420010305001047,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010305001050,5,1,3,1,1,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,1,3,0,0,4,1,20130521
420010305001051,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,20130521
420010305001052,9,3,4,2,2,4,3,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,2,0,0,9,0,0,0,0,0,9,0,0,3,1,2,4,5,20130521
420010305001053,3,0,2,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0,2,1,1,2,20130521
420010305001054,4,1,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,0,0,0,0,3,1,0,2,0,1,2,2,20130521
420010305001057,18,4,7,7,5,9,4,0,0,0,2,4,1,1,0,0,0,0,0,0,1,2,4,0,2,0,1,16,0,2,0,0,0,13,5,3,5,2,4,9,9,20130521
420010305001058,9,2,6,1,3,2,4,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,0,2,0,0,7,0,0,0,0,2,5,4,1,2,3,1,7,2,20130521
420010305001060,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,20130521
420010305001061,2,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,20130521
420010305001062,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,20130521
420010305001063,4,0,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,1,1,3,20130521
420010305001064,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010305001065,18,1,14,3,5,8,5,2,0,0,1,3,0,0,3,1,0,0,0,1,0,0,4,1,2,0,0,10,0,0,8,0,0,15,3,2,5,7,3,9,9,20130521
420010305001066,4,2,2,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,1,3,1,20130521
420010305001068,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,20130521
420010305001069,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010305001070,20,5,11,4,7,7,6,0,0,0,2,0,1,4,1,1,0,0,3,0,1,0,3,0,3,1,0,20,0,0,0,0,0,20,0,2,4,3,6,13,7,20130521
420010305001072,109,27,62,20,29,36,44,0,0,2,5,7,10,17,6,4,8,1,2,0,8,7,12,0,11,2,7,109,0,0,0,0,0,109,0,2,31,28,21,63,46,20130521
420010305001073,42,5,24,13,10,11,21,0,0,1,3,3,3,6,2,0,0,1,3,0,1,2,3,1,2,4,7,42,0,0,0,0,0,41,1,7,12,10,8,22,20,20130521
420010305001074,28,5,19,4,7,6,15,2,0,0,2,1,2,6,0,1,0,0,3,0,0,2,4,0,1,1,3,28,0,0,0,0,0,28,0,2,11,4,6,14,14,20130521
420010305001075,30,5,19,6,3,7,20,1,0,0,4,2,3,3,0,0,0,1,3,0,1,5,3,1,0,0,3,30,0,0,0,0,0,30,0,1,5,9,10,20,10,20130521
420010305001076,60,7,37,16,12,20,28,0,0,1,5,8,2,9,0,0,1,1,4,1,5,5,5,0,4,1,8,59,1,0,0,0,0,57,3,3,22,14,14,36,24,20130521
420010305001077,4,0,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,1,1,0,0,3,4,0,20130521
420010305001078,31,8,14,9,7,10,14,0,0,0,0,3,0,8,3,0,4,0,1,0,2,1,3,0,0,1,5,31,0,0,0,0,0,31,0,1,5,10,7,15,16,20130521
420010305001079,35,6,22,7,3,11,21,0,0,0,3,6,0,2,0,0,4,1,2,0,0,6,2,1,1,0,7,35,0,0,0,0,0,35,0,4,9,6,10,21,14,20130521
420010305001080,21,3,10,8,3,8,10,0,0,0,3,4,1,1,1,0,0,0,1,0,2,1,1,0,0,3,3,21,0,0,0,0,0,21,0,0,9,2,7,13,8,20130521
420010305001082,17,2,14,1,2,9,6,0,0,0,2,1,3,1,1,0,1,1,0,0,2,3,1,0,0,0,1,17,0,0,0,0,0,17,0,1,4,5,5,7,10,20130521
420010305001083,25,2,16,7,6,6,13,0,1,0,1,5,0,4,1,0,0,0,3,0,1,1,5,0,2,1,0,25,0,0,0,0,0,25,0,1,7,6,9,19,6,20130521
420010305001084,14,2,12,0,2,7,5,1,0,0,0,3,0,1,1,1,0,0,1,0,2,1,0,0,0,2,1,13,1,0,0,0,0,9,5,3,1,5,3,11,3,20130521
420010305001085,30,7,18,5,9,10,11,1,0,0,3,2,3,4,3,1,0,0,1,0,1,2,3,0,3,1,2,30,0,0,0,0,0,21,9,2,9,6,6,18,12,20130521
420010305001086,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010305001087,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1,20130521
420010305001088,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010305001090,12,1,7,4,2,9,1,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,12,0,0,0,0,0,12,0,2,7,2,0,5,7,20130521
420010305001093,9,2,4,3,1,2,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,0,0,1,8,1,0,0,0,0,9,0,0,3,4,0,5,4,20130521
420010305001094,15,4,9,2,4,4,7,1,0,0,0,5,1,1,0,0,1,1,1,0,0,0,3,1,0,0,0,12,0,0,1,0,2,13,2,3,2,6,0,5,10,20130521
420010305001095,29,5,15,9,5,13,11,2,1,0,3,4,1,5,1,1,1,0,0,0,0,1,5,0,2,1,1,28,0,0,0,0,1,25,4,1,7,11,5,13,16,20130521
420010305001097,3,0,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,2,1,20130521
420010305001099,23,0,14,9,3,12,8,1,0,0,1,9,2,1,2,0,0,1,1,0,0,1,1,1,1,0,1,23,0,0,0,0,0,20,3,5,7,8,3,15,8,20130521
420010305001101,5,3,1,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,2,3,1,0,1,0,2,3,20130521
420010305001102,4,1,3,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,2,2,1,1,1,0,2,2,20130521
420010305001103,13,0,9,4,2,5,6,1,0,1,0,2,2,1,0,1,1,0,0,0,0,2,1,0,1,0,0,13,0,0,0,0,0,12,1,2,6,2,3,8,5,20130521
420010305001104,7,0,6,1,2,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,0,0,0,0,0,7,0,1,1,3,2,3,4,20130521
420010305001107,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,20130521
420010305001108,66,20,37,9,20,23,23,1,0,0,3,19,1,5,4,1,1,0,1,1,0,5,12,1,10,1,0,65,0,0,1,0,0,58,8,11,16,10,9,40,26,20130521
420010305001109,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010305001111,23,2,14,7,7,9,7,0,0,0,2,3,1,1,4,0,0,0,2,0,0,4,0,0,5,0,1,22,0,0,1,0,0,22,1,3,6,10,2,9,14,20130521
420010305001114,4,0,4,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,1,1,0,4,20130521
420010305001115,5,0,4,1,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,4,1,0,1,3,1,1,4,20130521
420010305001116,6,1,2,3,2,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,6,0,0,0,0,0,6,0,1,0,2,2,2,4,20130521
420010305001117,5,2,0,3,2,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,2,0,1,2,3,20130521
420010305001118,7,2,3,2,1,3,3,1,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,7,0,0,2,2,1,3,4,20130521
420010305001119,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010305001122,32,4,24,4,6,14,12,4,0,1,1,7,3,3,2,2,0,0,0,0,1,2,3,0,1,2,0,31,0,0,1,0,0,30,2,4,11,6,7,17,15,20130521
420010305001127,7,0,3,4,1,2,4,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,7,0,0,4,2,1,5,2,20130521
420010305001128,17,6,8,3,3,7,7,0,0,0,0,5,0,2,2,0,2,0,0,0,0,3,1,0,2,0,0,17,0,0,0,0,0,16,1,1,2,6,2,7,10,20130521
420010305001130,6,0,4,2,0,4,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,6,0,0,1,4,1,3,3,20130521
420010305001131,36,6,21,9,12,13,11,0,0,2,1,7,1,4,4,0,0,1,0,0,0,6,4,0,2,3,1,36,0,0,0,0,0,35,1,3,8,12,7,17,19,20130521
420010305001136,7,2,4,1,2,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,7,0,0,0,0,0,7,0,0,2,3,0,3,4,20130521
420010305001141,12,2,7,3,2,7,3,0,0,0,1,4,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,11,1,2,4,2,2,6,6,20130521
420010305001145,11,3,5,3,2,6,3,1,0,0,0,4,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,10,0,0,1,0,0,10,1,0,6,2,0,5,6,20130521
420010305001147,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010305001148,24,7,11,6,6,8,10,1,0,0,0,1,0,3,1,2,3,0,0,0,0,6,4,0,2,0,1,24,0,0,0,0,0,23,1,0,4,5,8,11,13,20130521
420010305001149,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,0,3,20130521
420010305001150,2,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20130521
420010305001151,17,4,9,4,5,7,5,0,0,0,0,5,1,3,0,0,0,0,1,0,1,2,2,0,1,1,0,17,0,0,0,0,0,17,0,0,5,4,4,11,6,20130521
420010305001152,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1,20130521
420010305001153,14,6,7,1,4,5,5,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,4,0,1,2,0,14,0,0,0,0,0,14,0,0,4,3,1,7,7,20130521
420010305001154,11,2,8,1,1,6,4,0,0,0,1,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,10,0,0,0,0,1,10,1,2,5,1,1,6,5,20130521
420010305001155,3,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,1,2,20130521
420010305001156,6,2,1,3,1,3,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,5,1,0,0,0,0,5,1,1,1,1,1,2,4,20130521
420010305001157,19,6,8,5,6,8,5,1,0,0,0,4,0,1,0,1,3,0,0,0,0,0,5,0,3,1,0,19,0,0,0,0,0,17,2,2,5,1,5,8,11,20130521
420010305001159,13,4,8,1,1,7,5,1,0,0,1,2,0,1,1,0,0,0,0,0,1,1,4,0,1,0,0,13,0,0,0,0,0,9,4,2,2,4,1,7,6,20130521
420010305001160,16,7,7,2,7,7,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,3,5,1,2,0,0,16,0,0,0,0,0,15,1,0,2,6,1,7,9,20130521
420010305001161,30,4,17,9,5,13,12,1,0,0,0,5,3,4,0,1,1,0,1,2,0,3,5,0,2,1,1,27,1,0,2,0,0,29,1,2,13,8,3,17,13,20130521
420010305001162,8,0,7,1,4,0,4,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,8,0,0,0,0,0,7,1,1,4,2,1,4,4,20130521
420010305001166,4,2,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,4,0,0,0,2,0,2,2,20130521
420010305001167,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010305002000,11,2,1,8,3,6,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,0,2,0,0,11,0,0,0,0,0,11,0,2,4,2,1,3,8,20130521
420010305002002,11,2,4,5,5,4,2,1,0,0,0,2,0,2,1,0,0,0,0,1,1,1,1,0,1,0,0,9,2,0,0,0,0,11,0,1,6,1,1,5,6,20130521
420010305002003,30,13,13,4,7,16,7,1,0,0,1,4,0,4,3,0,0,0,0,0,0,2,5,0,8,0,2,30,0,0,0,0,0,28,2,3,5,3,6,14,16,20130521
420010305002004,4,0,2,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,3,0,2,2,20130521
420010305002005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420010305002006,39,7,22,10,12,12,15,3,0,0,1,7,2,7,1,1,0,0,1,0,1,5,4,0,2,2,2,38,0,1,0,0,0,38,1,4,8,13,7,21,18,20130521
420010305002008,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20130521
420010305002009,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,20130521
420010305002010,2,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,1,20130521
420010305002011,4,1,3,0,1,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,1,2,0,0,4,20130521
420010305002012,7,1,4,2,2,4,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,7,0,0,1,4,1,4,3,20130521
420010305002013,15,2,7,6,4,6,5,0,0,0,1,3,0,2,3,0,0,0,1,1,0,1,1,0,1,0,1,15,0,0,0,0,0,15,0,0,5,5,3,9,6,20130521
420010305002015,20,0,13,7,4,7,9,3,0,0,0,5,0,0,2,1,0,0,1,0,0,3,2,0,0,3,0,19,0,1,0,0,0,19,1,2,5,8,5,8,12,20130521
420010305002016,26,3,15,8,5,11,10,1,0,0,0,7,2,2,1,2,0,0,0,0,1,4,4,0,1,1,0,23,1,0,2,0,0,24,2,2,5,10,6,15,11,20130521
420010305002017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010305002018,3,2,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,0,2,1,20130521
420010305002020,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,20130521
420010305002021,26,3,14,9,6,14,6,0,0,0,1,4,1,4,2,0,0,0,0,0,2,2,4,1,2,2,1,26,0,0,0,0,0,25,1,2,10,5,6,13,13,20130521
420010305002022,4,0,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,2,0,1,3,20130521
420010305002023,3,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,0,3,20130521
420010305002024,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010305002026,6,0,4,2,0,6,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,5,1,2,2,1,1,2,4,20130521
420010305002027,12,7,4,1,6,3,3,1,0,0,0,3,0,4,0,0,1,0,0,0,1,0,1,0,1,0,0,12,0,0,0,0,0,11,1,1,2,2,0,8,4,20130521
420010305002028,29,5,17,7,6,16,7,0,0,0,2,5,1,0,2,0,0,0,1,0,1,9,3,0,3,0,2,29,0,0,0,0,0,29,0,2,11,5,6,13,16,20130521
420010305002029,8,2,2,4,2,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,8,0,0,0,0,0,7,1,0,3,1,2,4,4,20130521
420010305002030,12,3,4,5,1,7,4,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,11,1,0,0,0,0,10,2,1,6,2,0,6,6,20130521
420010305002031,6,2,2,2,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,0,6,0,0,2,1,1,4,2,20130521
420010305002032,14,2,5,7,5,6,3,0,0,0,2,2,1,1,2,0,1,0,0,0,1,0,3,0,0,1,0,14,0,0,0,0,0,12,2,2,1,5,4,9,5,20130521
420010305002033,5,0,4,1,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,5,0,0,2,1,2,3,2,20130521
420010305002034,9,1,4,4,5,1,3,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,9,0,0,0,0,0,9,0,2,3,2,1,3,6,20130521
420010305002035,4,0,3,1,0,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,2,0,3,1,20130521
420010305002036,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010305002037,6,1,3,2,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,0,0,3,3,0,1,2,2,3,3,20130521
420010305002039,17,5,7,5,7,9,1,1,0,0,1,3,1,2,1,0,1,0,0,0,2,2,2,0,1,0,0,17,0,0,0,0,0,13,4,1,2,5,4,10,7,20130521
420010305002041,8,2,5,1,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,7,0,0,1,0,0,8,0,0,2,2,2,2,6,20130521
420010305002042,5,0,3,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,2,1,2,3,20130521
420010305002043,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420010305002045,4,1,2,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,1,2,2,20130521
420010305002046,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010305002047,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,2,0,20130521
420010305002048,5,1,3,1,1,3,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,2,0,2,3,2,20130521
420010305002049,6,1,2,3,0,6,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,3,3,1,2,2,0,2,4,20130521
420010305002050,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010305002054,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,20130521
420010305002055,7,3,3,1,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,7,0,0,0,0,0,7,0,0,0,2,2,3,4,20130521
420010305002056,12,5,6,1,3,5,4,0,0,0,0,4,0,2,1,0,0,0,0,0,1,0,2,0,1,1,0,12,0,0,0,0,0,12,0,0,2,4,1,3,9,20130521
420010305002057,20,4,13,3,6,5,9,0,1,1,0,4,0,3,2,0,0,0,0,0,2,1,3,0,3,0,0,20,0,0,0,0,0,20,0,1,7,2,6,9,11,20130521
420010305002058,25,5,12,8,8,8,9,0,0,0,3,5,0,2,2,0,0,0,1,0,0,4,3,0,3,1,1,25,0,0,0,0,0,23,2,5,5,3,7,18,7,20130521
420010305002059,14,4,4,6,5,4,5,1,0,0,1,4,0,2,1,0,0,0,0,0,0,1,0,0,1,3,0,14,0,0,0,0,0,14,0,1,5,2,2,11,3,20130521
420010305002060,6,1,5,0,0,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,0,6,0,1,1,3,0,3,3,20130521
420010305002061,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,20130521
